기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강릉시,2.08091695E8,16.3
고성군,5.300238E7,4.2
동해시,4.2417164E7,3.3
삼척시,5.5578181E7,4.4
속초시,1.66907228E8,13.1
양구군,5292286.0,0.4
양양군,5.909459E7,4.6
영월군,1.5119892E7,1.2
원주시,1.53819505E8,12.1
인제군,1.92928E7,1.5
정선군,3.2499034E7,2.5
철원군,1.9134647E7,1.5
춘천시,1.82544284E8,14.3
태백시,2.1916304E7,1.7
평창군,8.5347196E7,6.7
홍천군,1.03893203E8,8.1
화천군,7065005.0,0.6
횡성군,4.4336359E7,3.5
