대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.71958123E8,13.5,3538602.0,2.1
쇼핑업,대형쇼핑몰,1.71958123E8,13.5,8.4957514E7,49.4
쇼핑업,레저용품쇼핑,1.71958123E8,13.5,8.3393361E7,48.5
쇼핑업,면세점,1.71958123E8,13.5,68646.0,0.0
숙박업,기타숙박,1.98778068E8,15.6,6.0083917E7,30.2
숙박업,캠핑장/펜션,1.98778068E8,15.6,1764606.0,0.9
숙박업,콘도,1.98778068E8,15.6,9.8468134E7,49.5
숙박업,호텔,1.98778068E8,15.6,3.8461411E7,19.3
식음료업,식음료,6.82826987E8,53.5,6.82826987E8,100.0
여가서비스업,골프장,2.17288887E8,17.0,1.79388179E8,82.6
여가서비스업,관광유원시설,2.17288887E8,17.0,1.0640043E7,4.9
여가서비스업,기타레저,2.17288887E8,17.0,8465305.0,3.9
여가서비스업,문화서비스,2.17288887E8,17.0,1.382949E7,6.4
여가서비스업,스키장,2.17288887E8,17.0,4965870.0,2.3
여행업,여행업,3489540.0,0.3,3489540.0,100.0
운송업,렌터카,1010146.0,0.1,351530.0,34.8
운송업,수상운송,1010146.0,0.1,292858.0,29.0
운송업,육상운송,1010146.0,0.1,344781.0,34.1
운송업,항공운송,1010146.0,0.1,20978.0,2.1
