대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.251396495E9,36.0,9052228.0,0.3
쇼핑업,대형쇼핑몰,3.251396495E9,36.0,2.773745361E9,85.3
쇼핑업,레저용품쇼핑,3.251396495E9,36.0,4.68426505E8,14.4
쇼핑업,면세점,3.251396495E9,36.0,172401.0,0.0
숙박업,기타숙박,1.93164956E8,2.1,1.66038822E8,86.0
숙박업,캠핑장/펜션,1.93164956E8,2.1,749338.0,0.4
숙박업,콘도,1.93164956E8,2.1,8001227.0,4.1
숙박업,호텔,1.93164956E8,2.1,1.8375569E7,9.5
식음료업,식음료,4.651547761E9,51.5,4.651547761E9,100.0
여가서비스업,골프장,8.33461052E8,9.2,5.07861339E8,60.9
여가서비스업,관광유원시설,8.33461052E8,9.2,2.0724713E7,2.5
여가서비스업,기타레저,8.33461052E8,9.2,1.61472733E8,19.4
여가서비스업,문화서비스,8.33461052E8,9.2,1.32313446E8,15.9
여가서비스업,스키장,8.33461052E8,9.2,1.1088821E7,1.3
여행업,여행업,3183893.0,0.0,3183893.0,100.0
운송업,렌터카,9.507553E7,1.1,1.9846818E7,20.9
운송업,수상운송,9.507553E7,1.1,722454.0,0.8
운송업,육상운송,9.507553E7,1.1,7.4506258E7,78.4
