대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.60976158E8,26.9,2823944.0,0.8
쇼핑업,대형쇼핑몰,3.60976158E8,26.9,2.39424805E8,66.3
쇼핑업,레저용품쇼핑,3.60976158E8,26.9,1.18720128E8,32.9
쇼핑업,면세점,3.60976158E8,26.9,7281.0,0.0
숙박업,기타숙박,5.6762178E7,4.2,3.9376481E7,69.4
숙박업,캠핑장/펜션,5.6762178E7,4.2,937512.0,1.7
숙박업,콘도,5.6762178E7,4.2,1.0584417E7,18.6
숙박업,호텔,5.6762178E7,4.2,5863768.0,10.3
식음료업,식음료,7.60594922E8,56.8,7.60594922E8,100.0
여가서비스업,골프장,1.59580269E8,11.9,1.38280842E8,86.7
여가서비스업,관광유원시설,1.59580269E8,11.9,2447363.0,1.5
여가서비스업,기타레저,1.59580269E8,11.9,1.2129024E7,7.6
여가서비스업,문화서비스,1.59580269E8,11.9,6723040.0,4.2
여행업,여행업,352779.0,0.0,352779.0,100.0
운송업,렌터카,1682311.0,0.1,455059.0,27.0
운송업,수상운송,1682311.0,0.1,1160814.0,69.0
운송업,육상운송,1682311.0,0.1,65241.0,3.9
운송업,항공운송,1682311.0,0.1,1196.0,0.1
