대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.192733118E9,40.1,9460885.0,0.3
쇼핑업,대형쇼핑몰,3.192733118E9,40.1,2.705802868E9,84.7
쇼핑업,레저용품쇼핑,3.192733118E9,40.1,4.7746705E8,15.0
쇼핑업,면세점,3.192733118E9,40.1,2315.0,0.0
숙박업,기타숙박,1.4781257E8,1.9,1.27762614E8,86.4
숙박업,캠핑장/펜션,1.4781257E8,1.9,1933905.0,1.3
숙박업,콘도,1.4781257E8,1.9,5079602.0,3.4
숙박업,호텔,1.4781257E8,1.9,1.3036449E7,8.8
식음료업,식음료,3.718739528E9,46.7,3.718739528E9,100.0
여가서비스업,골프장,7.987614E8,10.0,6.55430041E8,82.1
여가서비스업,관광유원시설,7.987614E8,10.0,1.5411827E7,1.9
여가서비스업,기타레저,7.987614E8,10.0,5.0418845E7,6.3
여가서비스업,문화서비스,7.987614E8,10.0,7.312001E7,9.2
여가서비스업,스키장,7.987614E8,10.0,4380676.0,0.5
여행업,여행업,1135097.0,0.0,1135097.0,100.0
운송업,렌터카,1.00632082E8,1.3,5.0526711E7,50.2
운송업,수상운송,1.00632082E8,1.3,814859.0,0.8
운송업,육상운송,1.00632082E8,1.3,4.9290512E7,49.0
