대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.2779584069E10,31.4,7.2632366E7,0.6
쇼핑업,대형쇼핑몰,1.2779584069E10,31.4,9.728964103E9,76.1
쇼핑업,레저용품쇼핑,1.2779584069E10,31.4,2.290048613E9,17.9
쇼핑업,면세점,1.2779584069E10,31.4,6.87938988E8,5.4
숙박업,기타숙박,1.548037225E9,3.8,8.22871407E8,53.2
숙박업,캠핑장/펜션,1.548037225E9,3.8,4879110.0,0.3
숙박업,콘도,1.548037225E9,3.8,1.9697869E8,12.7
숙박업,호텔,1.548037225E9,3.8,5.23308018E8,33.8
식음료업,식음료,2.1641442299E10,53.2,2.1641442299E10,100.0
여가서비스업,골프장,2.782812788E9,6.8,1.448687196E9,52.1
여가서비스업,관광유원시설,2.782812788E9,6.8,1.10348899E8,4.0
여가서비스업,기타레저,2.782812788E9,6.8,6.25161038E8,22.5
여가서비스업,문화서비스,2.782812788E9,6.8,5.77819599E8,20.8
여가서비스업,스키장,2.782812788E9,6.8,2.0795688E7,0.7
여가서비스업,카지노,2.782812788E9,6.8,368.0,0.0
여행업,여행업,1.9296464E8,0.5,1.9296464E8,100.0
운송업,렌터카,1.746784853E9,4.3,6.7407644E7,3.9
운송업,수상운송,1.746784853E9,4.3,6.6855378E7,3.8
운송업,육상운송,1.746784853E9,4.3,9.33012102E8,53.4
운송업,항공운송,1.746784853E9,4.3,6.7950973E8,38.9
