기준년월,광역지자체,대분류,지출액,전년도 지출액
201901,전국,총소비,3.2430194E9,3.143521557E9
201901,전국,콘도,1.9301172E7,2.3317832E7
201901,전국,호텔,4.6075422E7,4.1665708E7
201901,전국,캠핑장/펜션,248512.0,267956.0
201901,전국,기타숙박,6.5207783E7,6.7423935E7
201901,전국,여행업,2.2385871E7,2.0393343E7
201901,전국,육상운송,8.0095064E7,8.4582744E7
201901,전국,수상운송,3854725.0,2359130.0
201901,전국,항공운송,6.1923433E7,6.4927862E7
201901,전국,렌터카,4279753.0,4117106.0
201901,전국,면세점,6.2665018E7,6.2264092E7
201901,전국,관광기념품,5234248.0,4723330.0
201901,전국,레저용품쇼핑,1.64839234E8,1.76406167E8
201901,전국,대형쇼핑몰,7.98105016E8,7.7039359E8
201901,전국,관광유원시설,7409828.0,6662306.0
201901,전국,골프장,4.669236E7,3.5429908E7
201901,전국,스키장,6110835.0,6328161.0
201901,전국,기타레저,5.5973561E7,4.8947189E7
201901,전국,문화서비스,4.3430789E7,4.8162156E7
201901,전국,식음료,1.749186776E9,1.675149043E9
201902,전국,총소비,3.037355108E9,2.975469634E9
201902,전국,콘도,1.716408E7,1.6927386E7
201902,전국,호텔,4.1683835E7,3.470773E7
201902,전국,캠핑장/펜션,257632.0,233194.0
201902,전국,기타숙박,6.034891E7,6.0658659E7
201902,전국,여행업,1.5550261E7,1.7045625E7
201902,전국,육상운송,7.0649434E7,7.3796648E7
201902,전국,수상운송,4024367.0,2485802.0
201902,전국,항공운송,5.623314E7,5.0642533E7
201902,전국,렌터카,4576026.0,3971985.0
201902,전국,면세점,5.6890008E7,5.4691814E7
201902,전국,관광기념품,4887457.0,4359827.0
201902,전국,레저용품쇼핑,1.5917809E8,1.6939689E8
201902,전국,대형쇼핑몰,7.72348881E8,8.22689433E8
201902,전국,카지노,0.0,507.0
201902,전국,관광유원시설,7914289.0,6306909.0
201902,전국,골프장,6.125472E7,4.591883E7
201902,전국,스키장,4260048.0,4283018.0
201902,전국,기타레저,5.3546534E7,4.5433906E7
201902,전국,문화서비스,5.0159884E7,3.5446866E7
201902,전국,식음료,1.596427512E9,1.526472071E9
201903,전국,총소비,3.510941698E9,3.450210475E9
201903,전국,콘도,1.143749E7,9888861.0
201903,전국,호텔,3.9480117E7,3.5985483E7
201903,전국,캠핑장/펜션,276252.0,281867.0
