대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.42443963E8,28.5,3.192206E7,9.3
쇼핑업,대형쇼핑몰,3.42443963E8,28.5,3.6715332E7,10.7
쇼핑업,레저용품쇼핑,3.42443963E8,28.5,4.8190177E7,14.1
쇼핑업,면세점,3.42443963E8,28.5,2.25616394E8,65.9
숙박업,기타숙박,1.85038901E8,15.4,4.6344336E7,25.0
숙박업,캠핑장/펜션,1.85038901E8,15.4,568420.0,0.3
숙박업,콘도,1.85038901E8,15.4,5.6615552E7,30.6
숙박업,호텔,1.85038901E8,15.4,8.1510592E7,44.1
식음료업,식음료,4.93509047E8,41.0,4.93509047E8,100.0
여가서비스업,골프장,1.09513892E8,9.1,8.2361967E7,75.2
여가서비스업,관광유원시설,1.09513892E8,9.1,9026668.0,8.2
여가서비스업,기타레저,1.09513892E8,9.1,5199249.0,4.7
여가서비스업,문화서비스,1.09513892E8,9.1,1.2926007E7,11.8
여행업,여행업,4868853.0,0.4,4868853.0,100.0
운송업,렌터카,6.7785926E7,5.6,2.7564925E7,40.7
운송업,수상운송,6.7785926E7,5.6,3947545.0,5.8
운송업,육상운송,6.7785926E7,5.6,239096.0,0.4
운송업,항공운송,6.7785926E7,5.6,3.603436E7,53.2
