기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강진군,1.1627546E7,1.5
고흥군,1.1286993E7,1.4
곡성군,1.4451207E7,1.8
광양시,5.9239188E7,7.4
구례군,8202347.0,1.0
나주시,4.4797998E7,5.6
담양군,4.3165723E7,5.4
목포시,1.04730751E8,13.2
무안군,6.4881574E7,8.2
보성군,1.311967E7,1.6
순천시,9.8028116E7,12.3
신안군,7706977.0,1.0
여수시,1.54576209E8,19.4
영광군,1.6522271E7,2.1
영암군,2.3778738E7,3.0
완도군,1.0406073E7,1.3
장성군,1.8703568E7,2.3
장흥군,1.1867688E7,1.5
진도군,1.4615765E7,1.8
함평군,1.2553261E7,1.6
해남군,1.9934288E7,2.5
화순군,3.1878102E7,4.0
