대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.2430725E8,25.7,1464063.0,0.7
쇼핑업,대형쇼핑몰,2.2430725E8,25.7,1.51774574E8,67.7
쇼핑업,레저용품쇼핑,2.2430725E8,25.7,7.1068613E7,31.7
쇼핑업,면세점,2.2430725E8,25.7,0.0,0.0
숙박업,기타숙박,2.7525371E7,3.1,2.0964376E7,76.2
숙박업,캠핑장/펜션,2.7525371E7,3.1,181613.0,0.7
숙박업,콘도,2.7525371E7,3.1,4964383.0,18.0
숙박업,호텔,2.7525371E7,3.1,1414999.0,5.1
식음료업,식음료,4.65388632E8,53.3,4.65388632E8,100.0
여가서비스업,골프장,1.54699187E8,17.7,1.40407075E8,90.8
여가서비스업,관광유원시설,1.54699187E8,17.7,2513103.0,1.6
여가서비스업,기타레저,1.54699187E8,17.7,6939533.0,4.5
여가서비스업,문화서비스,1.54699187E8,17.7,4839476.0,3.1
여행업,여행업,44728.0,0.0,44728.0,100.0
운송업,렌터카,1921176.0,0.2,258294.0,13.4
운송업,수상운송,1921176.0,0.2,426844.0,22.2
운송업,육상운송,1921176.0,0.2,8661.0,0.5
운송업,항공운송,1921176.0,0.2,1227377.0,63.9
