기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
괴산군,1.1139399E7,1.3
단양군,2.1879841E7,2.5
보은군,1.4788993E7,1.7
영동군,7943741.0,0.9
옥천군,1.4009838E7,1.6
음성군,6.2681261E7,7.2
제천시,5.3305922E7,6.1
증평군,1.6402324E7,1.9
진천군,5.1363E7,5.9
청주시 상당구,1.00349728E8,11.5
청주시 서원구,1.02011734E8,11.7
청주시 청원구,1.03935964E8,11.9
청주시 흥덕구,1.88182274E8,21.5
충주시,1.25892326E8,14.4
