대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.84222855E8,38.9,813264.0,0.2
쇼핑업,대형쇼핑몰,3.84222855E8,38.9,3.01332216E8,78.4
쇼핑업,레저용품쇼핑,3.84222855E8,38.9,8.2077376E7,21.4
숙박업,기타숙박,2.2258936E7,2.3,2.0163088E7,90.6
숙박업,호텔,2.2258936E7,2.3,2095848.0,9.4
식음료업,식음료,5.37132707E8,54.4,5.37132707E8,100.0
여가서비스업,골프장,4.1091391E7,4.2,1.3182503E7,32.1
여가서비스업,관광유원시설,4.1091391E7,4.2,1023965.0,2.5
여가서비스업,기타레저,4.1091391E7,4.2,1.8429019E7,44.8
여가서비스업,문화서비스,4.1091391E7,4.2,8455903.0,20.6
여행업,여행업,634468.0,0.1,634468.0,100.0
운송업,렌터카,1879056.0,0.2,436888.0,23.3
운송업,수상운송,1879056.0,0.2,547157.0,29.1
운송업,육상운송,1879056.0,0.2,450337.0,24.0
운송업,항공운송,1879056.0,0.2,444673.0,23.7
