대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.6990838E7,18.7,39174.0,0.2
쇼핑업,대형쇼핑몰,1.6990838E7,18.7,1.1385211E7,67.0
쇼핑업,레저용품쇼핑,1.6990838E7,18.7,5566453.0,32.8
숙박업,기타숙박,1925228.0,2.1,1922547.0,99.9
숙박업,캠핑장/펜션,1925228.0,2.1,2681.0,0.1
식음료업,식음료,5.9479158E7,65.6,5.9479158E7,100.0
여가서비스업,골프장,1.2302333E7,13.6,1.0520948E7,85.5
여가서비스업,관광유원시설,1.2302333E7,13.6,68957.0,0.6
여가서비스업,기타레저,1.2302333E7,13.6,819184.0,6.7
여가서비스업,문화서비스,1.2302333E7,13.6,893244.0,7.3
여행업,여행업,26.0,0.0,26.0,100.0
운송업,렌터카,14893.0,0.0,7639.0,51.3
운송업,육상운송,14893.0,0.0,7254.0,48.7
