대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.013800459E9,34.4,1.0079402E7,0.3
쇼핑업,대형쇼핑몰,3.013800459E9,34.4,2.542312365E9,84.4
쇼핑업,레저용품쇼핑,3.013800459E9,34.4,4.43112143E8,14.7
쇼핑업,면세점,3.013800459E9,34.4,1.829655E7,0.6
숙박업,기타숙박,3.0373238E8,3.5,9.9890313E7,32.9
숙박업,캠핑장/펜션,3.0373238E8,3.5,89582.0,0.0
숙박업,콘도,3.0373238E8,3.5,1093448.0,0.4
숙박업,호텔,3.0373238E8,3.5,2.02659036E8,66.7
식음료업,식음료,4.847671066E9,55.4,4.847671066E9,100.0
여가서비스업,골프장,2.53286383E8,2.9,1.05004825E8,41.5
여가서비스업,관광유원시설,2.53286383E8,2.9,1.950219E7,7.7
여가서비스업,기타레저,2.53286383E8,2.9,4.8046214E7,19.0
여가서비스업,문화서비스,2.53286383E8,2.9,7.9627163E7,31.4
여가서비스업,스키장,2.53286383E8,2.9,1105992.0,0.4
여행업,여행업,1.5803147E7,0.2,1.5803147E7,100.0
운송업,렌터카,3.18557752E8,3.6,7534387.0,2.4
운송업,수상운송,3.18557752E8,3.6,3.6857502E7,11.6
운송업,육상운송,3.18557752E8,3.6,1.70066398E8,53.4
운송업,항공운송,3.18557752E8,3.6,1.04099466E8,32.7
