대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.02991197E8,26.2,1059442.0,1.0
쇼핑업,대형쇼핑몰,1.02991197E8,26.2,5.4786046E7,53.2
쇼핑업,레저용품쇼핑,1.02991197E8,26.2,4.7145709E7,45.8
숙박업,기타숙박,1.9306245E7,4.9,1.2839612E7,66.5
숙박업,캠핑장/펜션,1.9306245E7,4.9,119889.0,0.6
숙박업,콘도,1.9306245E7,4.9,5860216.0,30.4
숙박업,호텔,1.9306245E7,4.9,486528.0,2.5
식음료업,식음료,2.22834103E8,56.7,2.22834103E8,100.0
여가서비스업,골프장,4.7478948E7,12.1,4.0335976E7,85.0
여가서비스업,관광유원시설,4.7478948E7,12.1,930557.0,2.0
여가서비스업,기타레저,4.7478948E7,12.1,3149671.0,6.6
여가서비스업,문화서비스,4.7478948E7,12.1,3062743.0,6.5
여행업,여행업,39626.0,0.0,39626.0,100.0
운송업,렌터카,166999.0,0.0,105557.0,63.2
운송업,수상운송,166999.0,0.0,8268.0,5.0
운송업,육상운송,166999.0,0.0,4531.0,2.7
운송업,항공운송,166999.0,0.0,48643.0,29.1
