기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
계룡시,1.4820017E7,1.4
공주시,6.6197487E7,6.0
금산군,1.799836E7,1.6
논산시,3.8767447E7,3.5
당진시,8.4290402E7,7.7
보령시,6.5165956E7,5.9
부여군,4.959754E7,4.5
서산시,6.741335E7,6.1
서천군,1.5666972E7,1.4
아산시,1.39919236E8,12.8
예산군,3.4069981E7,3.1
천안시 동남구,1.7782796E8,16.2
천안시 서북구,2.24398687E8,20.5
청양군,6015637.0,0.5
태안군,5.8687325E7,5.4
홍성군,3.5869526E7,3.3
