대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.88886368E8,26.3,1666883.0,0.6
쇼핑업,대형쇼핑몰,2.88886368E8,26.3,2.00708096E8,69.5
쇼핑업,레저용품쇼핑,2.88886368E8,26.3,8.6511388E7,29.9
숙박업,기타숙박,5.2847184E7,4.8,3.3068204E7,62.6
숙박업,캠핑장/펜션,5.2847184E7,4.8,1315266.0,2.5
숙박업,콘도,5.2847184E7,4.8,1.4470527E7,27.4
숙박업,호텔,5.2847184E7,4.8,3993187.0,7.6
식음료업,식음료,6.56458512E8,59.9,6.56458512E8,100.0
여가서비스업,골프장,9.7706853E7,8.9,8.0398588E7,82.3
여가서비스업,관광유원시설,9.7706853E7,8.9,2070175.0,2.1
여가서비스업,기타레저,9.7706853E7,8.9,8781749.0,9.0
여가서비스업,문화서비스,9.7706853E7,8.9,6456341.0,6.6
여행업,여행업,73136.0,0.0,73136.0,100.0
운송업,렌터카,733831.0,0.1,179311.0,24.4
운송업,수상운송,733831.0,0.1,492100.0,67.1
운송업,육상운송,733831.0,0.1,62420.0,8.5
