대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.7249959E7,18.2,66471.0,0.4
쇼핑업,대형쇼핑몰,1.7249959E7,18.2,1.31319E7,76.1
쇼핑업,레저용품쇼핑,1.7249959E7,18.2,4051587.0,23.5
숙박업,기타숙박,1471158.0,1.6,1464251.0,99.5
숙박업,캠핑장/펜션,1471158.0,1.6,6907.0,0.5
식음료업,식음료,6.7847904E7,71.6,6.7847904E7,100.0
여가서비스업,골프장,8119228.0,8.6,4985062.0,61.4
여가서비스업,관광유원시설,8119228.0,8.6,100921.0,1.2
여가서비스업,기타레저,8119228.0,8.6,1987653.0,24.5
여가서비스업,문화서비스,8119228.0,8.6,1045592.0,12.9
여행업,여행업,9458.0,0.0,9458.0,100.0
운송업,렌터카,6672.0,0.0,6590.0,98.8
운송업,육상운송,6672.0,0.0,83.0,1.2
