대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.25146031E8,24.9,1484339.0,0.7
쇼핑업,대형쇼핑몰,2.25146031E8,24.9,1.49592831E8,66.4
쇼핑업,레저용품쇼핑,2.25146031E8,24.9,7.4068861E7,32.9
쇼핑업,면세점,2.25146031E8,24.9,0.0,0.0
숙박업,기타숙박,3.0909883E7,3.4,2.2837699E7,73.9
숙박업,캠핑장/펜션,3.0909883E7,3.4,191358.0,0.6
숙박업,콘도,3.0909883E7,3.4,6401233.0,20.7
숙박업,호텔,3.0909883E7,3.4,1479592.0,4.8
식음료업,식음료,4.75833817E8,52.6,4.75833817E8,100.0
여가서비스업,골프장,1.70856353E8,18.9,1.56240978E8,91.4
여가서비스업,관광유원시설,1.70856353E8,18.9,2505152.0,1.5
여가서비스업,기타레저,1.70856353E8,18.9,6744980.0,3.9
여가서비스업,문화서비스,1.70856353E8,18.9,5365243.0,3.1
여행업,여행업,52324.0,0.0,52324.0,100.0
운송업,렌터카,2148215.0,0.2,246596.0,11.5
운송업,수상운송,2148215.0,0.2,553395.0,25.8
운송업,육상운송,2148215.0,0.2,6301.0,0.3
운송업,항공운송,2148215.0,0.2,1341924.0,62.5
