대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.80027728E8,21.5,1290286.0,0.7
쇼핑업,대형쇼핑몰,1.80027728E8,21.5,1.04867379E8,58.3
쇼핑업,레저용품쇼핑,1.80027728E8,21.5,7.347379E7,40.8
쇼핑업,면세점,1.80027728E8,21.5,396273.0,0.2
숙박업,기타숙박,5.5822492E7,6.7,4.1656932E7,74.6
숙박업,캠핑장/펜션,5.5822492E7,6.7,491364.0,0.9
숙박업,콘도,5.5822492E7,6.7,9825515.0,17.6
숙박업,호텔,5.5822492E7,6.7,3848681.0,6.9
식음료업,식음료,4.85254662E8,57.9,4.85254662E8,100.0
여가서비스업,골프장,1.14398098E8,13.7,8.3072768E7,72.6
여가서비스업,관광유원시설,1.14398098E8,13.7,1.3274008E7,11.6
여가서비스업,기타레저,1.14398098E8,13.7,9117427.0,8.0
여가서비스업,문화서비스,1.14398098E8,13.7,8933895.0,7.8
여행업,여행업,601843.0,0.1,601843.0,100.0
운송업,렌터카,1780326.0,0.2,478659.0,26.9
운송업,수상운송,1780326.0,0.2,911150.0,51.2
운송업,육상운송,1780326.0,0.2,306212.0,17.2
운송업,항공운송,1780326.0,0.2,84305.0,4.7
