대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.69749018E8,28.8,611309.0,0.4
쇼핑업,대형쇼핑몰,1.69749018E8,28.8,1.30325705E8,76.8
쇼핑업,레저용품쇼핑,1.69749018E8,28.8,3.8703689E7,22.8
쇼핑업,면세점,1.69749018E8,28.8,108315.0,0.1
숙박업,기타숙박,1.9899754E7,3.4,1.4699837E7,73.9
숙박업,캠핑장/펜션,1.9899754E7,3.4,68082.0,0.3
숙박업,콘도,1.9899754E7,3.4,1208.0,0.0
숙박업,호텔,1.9899754E7,3.4,5130627.0,25.8
식음료업,식음료,3.61790257E8,61.4,3.61790257E8,100.0
여가서비스업,골프장,3.7049048E7,6.3,2.0057114E7,54.1
여가서비스업,관광유원시설,3.7049048E7,6.3,353672.0,1.0
여가서비스업,기타레저,3.7049048E7,6.3,1.1270108E7,30.4
여가서비스업,문화서비스,3.7049048E7,6.3,5368154.0,14.5
여행업,여행업,383339.0,0.1,383339.0,100.0
운송업,렌터카,636375.0,0.1,232096.0,36.5
운송업,수상운송,636375.0,0.1,5524.0,0.9
운송업,육상운송,636375.0,0.1,308848.0,48.5
운송업,항공운송,636375.0,0.1,89907.0,14.1
