대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.117383495E9,44.6,2265581.0,0.2
쇼핑업,대형쇼핑몰,1.117383495E9,44.6,1.000970266E9,89.6
쇼핑업,레저용품쇼핑,1.117383495E9,44.6,1.08102816E8,9.7
쇼핑업,면세점,1.117383495E9,44.6,6044831.0,0.5
숙박업,기타숙박,9.0362763E7,3.6,4.4465587E7,49.2
숙박업,캠핑장/펜션,9.0362763E7,3.6,189861.0,0.2
숙박업,콘도,9.0362763E7,3.6,6068462.0,6.7
숙박업,호텔,9.0362763E7,3.6,3.9638852E7,43.9
식음료업,식음료,1.18868629E9,47.5,1.18868629E9,100.0
여가서비스업,골프장,8.138721E7,3.3,5.1889432E7,63.8
여가서비스업,관광유원시설,8.138721E7,3.3,4542406.0,5.6
여가서비스업,기타레저,8.138721E7,3.3,1.6028887E7,19.7
여가서비스업,문화서비스,8.138721E7,3.3,8926486.0,11.0
여행업,여행업,1322058.0,0.1,1322058.0,100.0
운송업,렌터카,2.425139E7,1.0,1581694.0,6.5
운송업,수상운송,2.425139E7,1.0,2394832.0,9.9
운송업,육상운송,2.425139E7,1.0,109522.0,0.5
운송업,항공운송,2.425139E7,1.0,2.0165343E7,83.2
