기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강서구,1.64333357E8,5.1
금정구,1.69802171E8,5.3
기장군,3.16863133E8,9.8
남구,1.22127385E8,3.8
동구,9.6972456E7,3.0
동래구,2.03239933E8,6.3
부산진구,4.78270601E8,14.8
북구,3.41425463E8,10.6
사상구,1.37973076E8,4.3
사하구,1.01087627E8,3.1
서구,5.1119535E7,1.6
수영구,1.49504733E8,4.6
연제구,1.58825892E8,4.9
영도구,3.4822718E7,1.1
중구,2.13458391E8,6.6
해운대구,4.91199431E8,15.2
