대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.370441792E9,42.4,3064979.0,0.2
쇼핑업,대형쇼핑몰,1.370441792E9,42.4,1.171275966E9,85.5
쇼핑업,레저용품쇼핑,1.370441792E9,42.4,1.45596984E8,10.6
쇼핑업,면세점,1.370441792E9,42.4,5.0503862E7,3.7
숙박업,기타숙박,1.23784157E8,3.8,5.9546134E7,48.1
숙박업,캠핑장/펜션,1.23784157E8,3.8,86446.0,0.1
숙박업,콘도,1.23784157E8,3.8,8369927.0,6.8
숙박업,호텔,1.23784157E8,3.8,5.5781651E7,45.1
식음료업,식음료,1.547023963E9,47.9,1.547023963E9,100.0
여가서비스업,골프장,1.23066758E8,3.8,4.5016356E7,36.6
여가서비스업,관광유원시설,1.23066758E8,3.8,5733075.0,4.7
여가서비스업,기타레저,1.23066758E8,3.8,4.5905143E7,37.3
여가서비스업,문화서비스,1.23066758E8,3.8,2.6412184E7,21.5
여행업,여행업,4194066.0,0.1,4194066.0,100.0
운송업,렌터카,6.2515167E7,1.9,2132758.0,3.4
운송업,수상운송,6.2515167E7,1.9,5374081.0,8.6
운송업,육상운송,6.2515167E7,1.9,368988.0,0.6
운송업,항공운송,6.2515167E7,1.9,5.463934E7,87.4
