대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,8.00877579E8,50.0,1268624.0,0.2
쇼핑업,대형쇼핑몰,8.00877579E8,50.0,7.07708077E8,88.4
쇼핑업,레저용품쇼핑,8.00877579E8,50.0,9.1873343E7,11.5
쇼핑업,면세점,8.00877579E8,50.0,27535.0,0.0
숙박업,기타숙박,3.7602205E7,2.3,2.3498828E7,62.5
숙박업,캠핑장/펜션,3.7602205E7,2.3,11929.0,0.0
숙박업,콘도,3.7602205E7,2.3,2317.0,0.0
숙박업,호텔,3.7602205E7,2.3,1.4089131E7,37.5
식음료업,식음료,7.00021618E8,43.7,7.00021618E8,100.0
여가서비스업,골프장,6.2524809E7,3.9,3.3360658E7,53.4
여가서비스업,관광유원시설,6.2524809E7,3.9,2965404.0,4.7
여가서비스업,기타레저,6.2524809E7,3.9,1.7258611E7,27.6
여가서비스업,문화서비스,6.2524809E7,3.9,8939749.0,14.3
여가서비스업,스키장,6.2524809E7,3.9,388.0,0.0
여행업,여행업,105358.0,0.0,105358.0,100.0
운송업,렌터카,1307453.0,0.1,731619.0,56.0
운송업,육상운송,1307453.0,0.1,13294.0,1.0
운송업,항공운송,1307453.0,0.1,562540.0,43.0
