대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.913611889E9,31.3,9696355.0,0.3
쇼핑업,대형쇼핑몰,2.913611889E9,31.3,2.430789732E9,83.4
쇼핑업,레저용품쇼핑,2.913611889E9,31.3,4.54495963E8,15.6
쇼핑업,면세점,2.913611889E9,31.3,1.8629839E7,0.6
숙박업,기타숙박,2.97765731E8,3.2,1.01813824E8,34.2
숙박업,캠핑장/펜션,2.97765731E8,3.2,107501.0,0.0
숙박업,콘도,2.97765731E8,3.2,1033354.0,0.3
숙박업,호텔,2.97765731E8,3.2,1.94811052E8,65.4
식음료업,식음료,5.448564142E9,58.6,5.448564142E9,100.0
여가서비스업,골프장,2.51576682E8,2.7,9.8429926E7,39.1
여가서비스업,관광유원시설,2.51576682E8,2.7,1.6722265E7,6.6
여가서비스업,기타레저,2.51576682E8,2.7,5.9002246E7,23.5
여가서비스업,문화서비스,2.51576682E8,2.7,7.5899401E7,30.2
여가서비스업,스키장,2.51576682E8,2.7,1522844.0,0.6
여행업,여행업,2.9937832E7,0.3,2.9937832E7,100.0
운송업,렌터카,3.54226743E8,3.8,1.0151196E7,2.9
운송업,수상운송,3.54226743E8,3.8,3.3815188E7,9.5
운송업,육상운송,3.54226743E8,3.8,1.69066685E8,47.7
운송업,항공운송,3.54226743E8,3.8,1.41193675E8,39.9
