대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.01496128E8,27.2,2011689.0,1.0
쇼핑업,대형쇼핑몰,2.01496128E8,27.2,1.07300713E8,53.3
쇼핑업,레저용품쇼핑,2.01496128E8,27.2,9.2183727E7,45.7
숙박업,기타숙박,3.2546537E7,4.4,2.4042898E7,73.9
숙박업,캠핑장/펜션,3.2546537E7,4.4,266476.0,0.8
숙박업,콘도,3.2546537E7,4.4,7264842.0,22.3
숙박업,호텔,3.2546537E7,4.4,972320.0,3.0
식음료업,식음료,4.1871189E8,56.5,4.1871189E8,100.0
여가서비스업,골프장,8.7348672E7,11.8,7.461525E7,85.4
여가서비스업,관광유원시설,8.7348672E7,11.8,1724988.0,2.0
여가서비스업,기타레저,8.7348672E7,11.8,5989848.0,6.9
여가서비스업,문화서비스,8.7348672E7,11.8,5018586.0,5.7
여행업,여행업,83589.0,0.0,83589.0,100.0
운송업,렌터카,354711.0,0.0,239277.0,67.5
운송업,수상운송,354711.0,0.0,11624.0,3.3
운송업,육상운송,354711.0,0.0,26534.0,7.5
운송업,항공운송,354711.0,0.0,77276.0,21.8
