기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
대덕구,5.5540168E7,4.0
동구,5.98726568E8,43.6
서구,3.13716368E8,22.9
유성구,2.31514023E8,16.9
중구,1.7257434E8,12.6
