기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
강진군,6716281.0,1.5
고흥군,6112797.0,1.4
곡성군,9154404.0,2.1
광양시,2.3679268E7,5.4
구례군,5108031.0,1.2
나주시,2.5406626E7,5.8
담양군,2.4172496E7,5.6
목포시,5.5787544E7,12.8
무안군,3.5828949E7,8.2
보성군,8134098.0,1.9
순천시,5.62112E7,12.9
신안군,4074942.0,0.9
여수시,8.361381E7,19.2
영광군,8997863.0,2.1
영암군,1.3138344E7,3.0
완도군,5171338.0,1.2
장성군,1.0462216E7,2.4
장흥군,6796793.0,1.6
진도군,8594003.0,2.0
함평군,7385649.0,1.7
해남군,1.1740841E7,2.7
화순군,1.8536634E7,4.3
