대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,7.8401316E7,18.0,1130966.0,1.4
쇼핑업,대형쇼핑몰,7.8401316E7,18.0,4.2371918E7,54.0
쇼핑업,레저용품쇼핑,7.8401316E7,18.0,3.4898431E7,44.5
숙박업,기타숙박,3.1027132E7,7.1,2.3217354E7,74.8
숙박업,캠핑장/펜션,3.1027132E7,7.1,325976.0,1.1
숙박업,콘도,3.1027132E7,7.1,5241790.0,16.9
숙박업,호텔,3.1027132E7,7.1,2242012.0,7.2
식음료업,식음료,2.45249431E8,56.4,2.45249431E8,100.0
여가서비스업,골프장,7.9237041E7,18.2,6.4567307E7,81.5
여가서비스업,관광유원시설,7.9237041E7,18.2,7168796.0,9.0
여가서비스업,기타레저,7.9237041E7,18.2,2984455.0,3.8
여가서비스업,문화서비스,7.9237041E7,18.2,4516482.0,5.7
여행업,여행업,290593.0,0.1,290593.0,100.0
운송업,렌터카,618616.0,0.1,268715.0,43.4
운송업,수상운송,618616.0,0.1,260946.0,42.2
운송업,육상운송,618616.0,0.1,23058.0,3.7
운송업,항공운송,618616.0,0.1,65896.0,10.7
