기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
거제시,1.01935229E8,6.6
거창군,1.323051E7,0.9
고성군,2.049377E7,1.3
김해시,2.16291981E8,14.0
남해군,2.7055721E7,1.8
밀양시,3.0715357E7,2.0
사천시,6.0537032E7,3.9
산청군,1.1835508E7,0.8
양산시,1.62598856E8,10.5
의령군,6699383.0,0.4
진주시,1.26049686E8,8.2
창녕군,2.6130835E7,1.7
창원시 마산합포구,1.2085255E8,7.8
창원시 마산회원구,8.7249495E7,5.7
창원시 성산구,2.06052545E8,13.4
창원시 의창구,1.12675936E8,7.3
창원시 진해구,7.9240823E7,5.1
통영시,7.3094946E7,4.7
하동군,1.2139829E7,0.8
함안군,2.2725794E7,1.5
함양군,1.0743725E7,0.7
합천군,1.510942E7,1.0
