대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,4.12219723E8,26.7,2907607.0,0.7
쇼핑업,대형쇼핑몰,4.12219723E8,26.7,2.80022688E8,67.9
쇼핑업,레저용품쇼핑,4.12219723E8,26.7,1.2927848E8,31.4
쇼핑업,면세점,4.12219723E8,26.7,10949.0,0.0
숙박업,기타숙박,7.2593737E7,4.7,4.9454358E7,68.1
숙박업,캠핑장/펜션,7.2593737E7,4.7,529745.0,0.7
숙박업,콘도,7.2593737E7,4.7,1.5436646E7,21.3
숙박업,호텔,7.2593737E7,4.7,7172988.0,9.9
식음료업,식음료,8.81147169E8,57.1,8.81147169E8,100.0
여가서비스업,골프장,1.74240203E8,11.3,1.25453542E8,72.0
여가서비스업,관광유원시설,1.74240203E8,11.3,3298748.0,1.9
여가서비스업,기타레저,1.74240203E8,11.3,3.037503E7,17.4
여가서비스업,문화서비스,1.74240203E8,11.3,1.5112884E7,8.7
여행업,여행업,569329.0,0.0,569329.0,100.0
운송업,렌터카,2688767.0,0.2,442296.0,16.4
운송업,수상운송,2688767.0,0.2,1289802.0,48.0
운송업,육상운송,2688767.0,0.2,945162.0,35.2
운송업,항공운송,2688767.0,0.2,11507.0,0.4
