광역지자체 명,기초지자체 명,광역지자체 지출액,광역지자체 지출액 비율,기초지자체 지출액,기초지자체 지출액 비율
강원도,강릉시,1.119167991E9,3.4,1.85061446087E11,16.5
강원도,고성군,1.119167991E9,3.4,4.6173934463E10,4.1
강원도,동해시,1.119167991E9,3.4,3.7706679164E10,3.4
강원도,삼척시,1.119167991E9,3.4,5.0710634035E10,4.5
강원도,속초시,1.119167991E9,3.4,1.45938580899E11,13.0
강원도,양구군,1.119167991E9,3.4,5.266871627E9,0.5
강원도,양양군,1.119167991E9,3.4,4.9398917163E10,4.4
강원도,영월군,1.119167991E9,3.4,1.3892623688E10,1.2
강원도,원주시,1.119167991E9,3.4,1.40185252308E11,12.5
강원도,인제군,1.119167991E9,3.4,1.9203452979E10,1.7
강원도,정선군,1.119167991E9,3.4,2.4085426114E10,2.2
강원도,철원군,1.119167991E9,3.4,1.5732439153E10,1.4
강원도,춘천시,1.119167991E9,3.4,1.62130860367E11,14.5
강원도,태백시,1.119167991E9,3.4,2.0454619005E10,1.8
강원도,평창군,1.119167991E9,3.4,7.208566403E10,6.4
강원도,홍천군,1.119167991E9,3.4,8.4494541774E10,7.5
강원도,화천군,1.119167991E9,3.4,7.180972587E9,0.6
강원도,횡성군,1.119167991E9,3.4,3.9465075921E10,3.5
경기도,가평군,7.959813795E9,24.3,9.7798931565E10,1.2
경기도,고양시 덕양구,7.959813795E9,24.3,2.84279074258E11,3.6
경기도,고양시 일산동구,7.959813795E9,24.3,2.34892088363E11,3.0
경기도,고양시 일산서구,7.959813795E9,24.3,1.78769260219E11,2.2
경기도,과천시,7.959813795E9,24.3,3.668817149E10,0.5
경기도,광명시,7.959813795E9,24.3,1.48322679181E11,1.9
경기도,광주시,7.959813795E9,24.3,1.59043984154E11,2.0
경기도,구리시,7.959813795E9,24.3,9.4316256738E10,1.2
경기도,군포시,7.959813795E9,24.3,8.6410959808E10,1.1
경기도,김포시,7.959813795E9,24.3,2.93291663293E11,3.7
경기도,남양주시,7.959813795E9,24.3,2.94335507145E11,3.7
경기도,동두천시,7.959813795E9,24.3,2.609577314E10,0.3
경기도,부천시,7.959813795E9,24.3,2.35151389081E11,3.0
경기도,성남시 분당구,7.959813795E9,24.3,5.55574413389E11,7.0
경기도,성남시 수정구,7.959813795E9,24.3,1.26133593011E11,1.6
경기도,성남시 중원구,7.959813795E9,24.3,6.9614281799E10,0.9
경기도,수원시 권선구,7.959813795E9,24.3,1.83809396353E11,2.3
경기도,수원시 영통구,7.959813795E9,24.3,2.72481383492E11,3.4
경기도,수원시 장안구,7.959813795E9,24.3,7.8204752645E10,1.0
경기도,수원시 팔달구,7.959813795E9,24.3,3.34262102012E11,4.2
경기도,시흥시,7.959813795E9,24.3,2.66521086141E11,3.3
경기도,안산시 단원구,7.959813795E9,24.3,2.42051555913E11,3.0
경기도,안산시 상록구,7.959813795E9,24.3,1.06888143576E11,1.3
경기도,안성시,7.959813795E9,24.3,1.61730137223E11,2.0
경기도,안양시 동안구,7.959813795E9,24.3,2.74197843288E11,3.4
경기도,안양시 만안구,7.959813795E9,24.3,7.9866131046E10,1.0
경기도,양주시,7.959813795E9,24.3,9.9021476365E10,1.2
경기도,양평군,7.959813795E9,24.3,7.8505087027E10,1.0
경기도,여주시,7.959813795E9,24.3,2.90305707482E11,3.6
경기도,연천군,7.959813795E9,24.3,1.8892605811E10,0.2
경기도,오산시,7.959813795E9,24.3,1.05786261265E11,1.3
경기도,용인시 기흥구,7.959813795E9,24.3,2.79500829743E11,3.5
경기도,용인시 수지구,7.959813795E9,24.3,1.93068788794E11,2.4
경기도,용인시 처인구,7.959813795E9,24.3,2.02311311512E11,2.5
경기도,의왕시,7.959813795E9,24.3,9.9326100396E10,1.2
경기도,의정부시,7.959813795E9,24.3,1.64093772397E11,2.1
경기도,이천시,7.959813795E9,24.3,2.09182019372E11,2.6
경기도,파주시,7.959813795E9,24.3,3.07325987632E11,3.9
경기도,평택시,7.959813795E9,24.3,1.95607856043E11,2.5
경기도,포천시,7.959813795E9,24.3,1.49204504939E11,1.9
경기도,하남시,7.959813795E9,24.3,3.15753835632E11,4.0
경기도,화성시,7.959813795E9,24.3,3.31197092433E11,4.2
경상남도,거제시,1.316438075E9,4.0,8.2890128801E10,6.3
경상남도,거창군,1.316438075E9,4.0,1.4786360241E10,1.1
경상남도,고성군,1.316438075E9,4.0,2.2764747108E10,1.7
경상남도,김해시,1.316438075E9,4.0,1.87816398156E11,14.3
경상남도,남해군,1.316438075E9,4.0,3.0583048828E10,2.3
경상남도,밀양시,1.316438075E9,4.0,3.6880524614E10,2.8
경상남도,사천시,1.316438075E9,4.0,5.6472354325E10,4.3
경상남도,산청군,1.316438075E9,4.0,1.1249284397E10,0.9
경상남도,양산시,1.316438075E9,4.0,1.4619403538E11,11.1
경상남도,의령군,1.316438075E9,4.0,6.695313635E9,0.5
경상남도,진주시,1.316438075E9,4.0,9.0810689816E10,6.9
경상남도,창녕군,1.316438075E9,4.0,2.8114220646E10,2.1
경상남도,창원시 마산합포구,1.316438075E9,4.0,9.7113717789E10,7.4
경상남도,창원시 마산회원구,1.316438075E9,4.0,6.329053768E10,4.8
경상남도,창원시 성산구,1.316438075E9,4.0,1.45730655505E11,11.1
경상남도,창원시 의창구,1.316438075E9,4.0,9.215060297E10,7.0
경상남도,창원시 진해구,1.316438075E9,4.0,7.1279731093E10,5.4
경상남도,통영시,1.316438075E9,4.0,6.8468969234E10,5.2
경상남도,하동군,1.316438075E9,4.0,1.4340393008E10,1.1
경상남도,함안군,1.316438075E9,4.0,2.3069743795E10,1.8
경상남도,함양군,1.316438075E9,4.0,9.898084295E9,0.8
경상남도,합천군,1.316438075E9,4.0,1.5838534004E10,1.2
경상북도,경산시,1.117055123E9,3.4,1.096782321E11,9.8
경상북도,경주시,1.117055123E9,3.4,2.13325944907E11,19.1
경상북도,고령군,1.117055123E9,3.4,1.5300272098E10,1.4
경상북도,구미시,1.117055123E9,3.4,1.15415913615E11,10.3
경상북도,군위군,1.117055123E9,3.4,1.9242354034E10,1.7
경상북도,김천시,1.117055123E9,3.4,4.2587846045E10,3.8
경상북도,문경시,1.117055123E9,3.4,2.9351769845E10,2.6
경상북도,봉화군,1.117055123E9,3.4,4.934609603E9,0.4
경상북도,상주시,1.117055123E9,3.4,2.7133743673E10,2.4
경상북도,성주군,1.117055123E9,3.4,1.0135935262E10,0.9
경상북도,안동시,1.117055123E9,3.4,5.9196712063E10,5.3
경상북도,영덕군,1.117055123E9,3.4,2.9363954288E10,2.6
경상북도,영양군,1.117055123E9,3.4,1.396145861E9,0.1
경상북도,영주시,1.117055123E9,3.4,2.7656379153E10,2.5
경상북도,영천시,1.117055123E9,3.4,3.6235358263E10,3.2
경상북도,예천군,1.117055123E9,3.4,1.3529891016E10,1.2
경상북도,울릉군,1.117055123E9,3.4,7.016369213E9,0.6
경상북도,울진군,1.117055123E9,3.4,2.122421685E10,1.9
경상북도,의성군,1.117055123E9,3.4,1.6498836731E10,1.5
경상북도,청도군,1.117055123E9,3.4,3.3163680559E10,3.0
경상북도,청송군,1.117055123E9,3.4,9.919232226E9,0.9
경상북도,칠곡군,1.117055123E9,3.4,5.6887124695E10,5.1
경상북도,포항시 남구,1.117055123E9,3.4,9.3539652602E10,8.4
경상북도,포항시 북구,1.117055123E9,3.4,1.2432094804E11,11.1
광주광역시,광산구,8.24908965E8,2.5,1.76290123403E11,21.4
광주광역시,남구,8.24908965E8,2.5,5.9607865928E10,7.2
광주광역시,동구,8.24908965E8,2.5,1.29407715459E11,15.7
광주광역시,북구,8.24908965E8,2.5,1.24705489091E11,15.1
광주광역시,서구,8.24908965E8,2.5,3.34897770673E11,40.6
대구광역시,남구,1.438978084E9,4.4,5.4287785497E10,3.8
