기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
남구,2.89130393E8,47.0
동구,5.3927559E7,8.8
북구,9.0453051E7,14.7
울주군,9.9159187E7,16.1
중구,8.2750276E7,13.4
