대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.72229822E8,28.3,807570.0,0.3
쇼핑업,대형쇼핑몰,2.72229822E8,28.3,2.39977806E8,88.2
쇼핑업,레저용품쇼핑,2.72229822E8,28.3,3.1444446E7,11.6
숙박업,기타숙박,1.7193139E7,1.8,1.386419E7,80.6
숙박업,캠핑장/펜션,1.7193139E7,1.8,6886.0,0.0
숙박업,콘도,1.7193139E7,1.8,267.0,0.0
숙박업,호텔,1.7193139E7,1.8,3321797.0,19.3
식음료업,식음료,3.82496876E8,39.7,3.82496876E8,100.0
여가서비스업,골프장,1.8726418E7,1.9,1.064054E7,56.8
여가서비스업,관광유원시설,1.8726418E7,1.9,726416.0,3.9
여가서비스업,기타레저,1.8726418E7,1.9,3992082.0,21.3
여가서비스업,문화서비스,1.8726418E7,1.9,3367380.0,18.0
여행업,여행업,66274.0,0.0,66274.0,100.0
운송업,렌터카,2.72476014E8,28.3,334097.0,0.1
운송업,육상운송,2.72476014E8,28.3,2.72141918E8,99.9
