대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.1686304E8,19.8,1578190.0,1.4
쇼핑업,대형쇼핑몰,1.1686304E8,19.8,5.9220734E7,50.7
쇼핑업,레저용품쇼핑,1.1686304E8,19.8,5.6064116E7,48.0
숙박업,기타숙박,3.1250775E7,5.3,1.6661635E7,53.3
숙박업,캠핑장/펜션,3.1250775E7,5.3,621070.0,2.0
숙박업,콘도,3.1250775E7,5.3,5998985.0,19.2
숙박업,호텔,3.1250775E7,5.3,7969085.0,25.5
식음료업,식음료,3.36894257E8,57.1,3.36894257E8,100.0
여가서비스업,골프장,1.04560315E8,17.7,9.1926572E7,87.9
여가서비스업,관광유원시설,1.04560315E8,17.7,1824459.0,1.7
여가서비스업,기타레저,1.04560315E8,17.7,6093644.0,5.8
여가서비스업,문화서비스,1.04560315E8,17.7,4715640.0,4.5
여행업,여행업,128609.0,0.0,128609.0,100.0
운송업,렌터카,758220.0,0.1,339578.0,44.8
운송업,수상운송,758220.0,0.1,407190.0,53.7
운송업,육상운송,758220.0,0.1,11453.0,1.5
