대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,4.25191604E8,51.7,640322.0,0.2
쇼핑업,대형쇼핑몰,4.25191604E8,51.7,3.78993384E8,89.1
쇼핑업,레저용품쇼핑,4.25191604E8,51.7,4.555087E7,10.7
쇼핑업,면세점,4.25191604E8,51.7,7028.0,0.0
숙박업,기타숙박,1.895564E7,2.3,1.1754917E7,62.0
숙박업,캠핑장/펜션,1.895564E7,2.3,5612.0,0.0
숙박업,콘도,1.895564E7,2.3,1605.0,0.0
숙박업,호텔,1.895564E7,2.3,7193506.0,37.9
식음료업,식음료,3.45523158E8,42.0,3.45523158E8,100.0
여가서비스업,골프장,3.1719405E7,3.9,1.6829484E7,53.1
여가서비스업,관광유원시설,3.1719405E7,3.9,1451465.0,4.6
여가서비스업,기타레저,3.1719405E7,3.9,9001089.0,28.4
여가서비스업,문화서비스,3.1719405E7,3.9,4437367.0,14.0
여가서비스업,스키장,3.1719405E7,3.9,0.0,0.0
여행업,여행업,57681.0,0.0,57681.0,100.0
운송업,렌터카,640164.0,0.1,344662.0,53.8
운송업,육상운송,640164.0,0.1,5694.0,0.9
운송업,항공운송,640164.0,0.1,289808.0,45.3
