대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.235084166E9,43.4,2479857.0,0.2
쇼핑업,대형쇼핑몰,1.235084166E9,43.4,1.082811255E9,87.7
쇼핑업,레저용품쇼핑,1.235084166E9,43.4,1.26700765E8,10.3
쇼핑업,면세점,1.235084166E9,43.4,2.309229E7,1.9
숙박업,기타숙박,1.02769904E8,3.6,4.9879345E7,48.5
숙박업,캠핑장/펜션,1.02769904E8,3.6,185082.0,0.2
숙박업,콘도,1.02769904E8,3.6,6901637.0,6.7
숙박업,호텔,1.02769904E8,3.6,4.580384E7,44.6
식음료업,식음료,1.3688332E9,48.1,1.3688332E9,100.0
여가서비스업,골프장,9.6090589E7,3.4,4.7729507E7,49.7
여가서비스업,관광유원시설,9.6090589E7,3.4,5102468.0,5.3
여가서비스업,기타레저,9.6090589E7,3.4,2.7194645E7,28.3
여가서비스업,문화서비스,9.6090589E7,3.4,1.6063969E7,16.7
여행업,여행업,2516504.0,0.1,2516504.0,100.0
운송업,렌터카,3.8417443E7,1.4,1763014.0,4.6
운송업,수상운송,3.8417443E7,1.4,3638988.0,9.5
운송업,육상운송,3.8417443E7,1.4,220824.0,0.6
운송업,항공운송,3.8417443E7,1.4,3.2794618E7,85.4
