대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.76282584E8,29.2,2.0279883E7,7.3
쇼핑업,대형쇼핑몰,2.76282584E8,29.2,2.9292036E7,10.6
쇼핑업,레저용품쇼핑,2.76282584E8,29.2,5.2119335E7,18.9
쇼핑업,면세점,2.76282584E8,29.2,1.7459133E8,63.2
숙박업,기타숙박,1.13247635E8,12.0,4.1789869E7,36.9
숙박업,캠핑장/펜션,1.13247635E8,12.0,323251.0,0.3
숙박업,콘도,1.13247635E8,12.0,2.9563174E7,26.1
숙박업,호텔,1.13247635E8,12.0,4.1571341E7,36.7
식음료업,식음료,3.90664732E8,41.3,3.90664732E8,100.0
여가서비스업,골프장,8.4722838E7,9.0,5.2686905E7,62.2
여가서비스업,관광유원시설,8.4722838E7,9.0,9424820.0,11.1
여가서비스업,기타레저,8.4722838E7,9.0,8057901.0,9.5
여가서비스업,문화서비스,8.4722838E7,9.0,1.4553212E7,17.2
여행업,여행업,4200916.0,0.4,4200916.0,100.0
운송업,렌터카,7.6362311E7,8.1,2.3770255E7,31.1
운송업,수상운송,7.6362311E7,8.1,3032148.0,4.0
운송업,육상운송,7.6362311E7,8.1,347321.0,0.5
운송업,항공운송,7.6362311E7,8.1,4.9212586E7,64.4
