대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.46381726E8,26.0,1572724.0,0.6
쇼핑업,대형쇼핑몰,2.46381726E8,26.0,1.63289402E8,66.3
쇼핑업,레저용품쇼핑,2.46381726E8,26.0,8.1411884E7,33.0
쇼핑업,면세점,2.46381726E8,26.0,107715.0,0.0
숙박업,기타숙박,3.0569821E7,3.2,2.2105222E7,72.3
숙박업,캠핑장/펜션,3.0569821E7,3.2,161226.0,0.5
숙박업,콘도,3.0569821E7,3.2,6077120.0,19.9
숙박업,호텔,3.0569821E7,3.2,2226253.0,7.3
식음료업,식음료,5.40358138E8,57.1,5.40358138E8,100.0
여가서비스업,골프장,1.27217921E8,13.4,1.08593884E8,85.4
여가서비스업,관광유원시설,1.27217921E8,13.4,2072996.0,1.6
여가서비스업,기타레저,1.27217921E8,13.4,9525535.0,7.5
여가서비스업,문화서비스,1.27217921E8,13.4,7025505.0,5.5
여행업,여행업,283648.0,0.0,283648.0,100.0
운송업,렌터카,1825571.0,0.2,298283.0,16.3
운송업,수상운송,1825571.0,0.2,573916.0,31.4
운송업,육상운송,1825571.0,0.2,22719.0,1.2
운송업,항공운송,1825571.0,0.2,930652.0,51.0
