대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.04790974E8,32.7,837224.0,0.3
쇼핑업,대형쇼핑몰,3.04790974E8,32.7,2.77172099E8,90.9
쇼핑업,레저용품쇼핑,3.04790974E8,32.7,2.6781652E7,8.8
숙박업,기타숙박,1.6603866E7,1.8,1.3604996E7,81.9
숙박업,캠핑장/펜션,1.6603866E7,1.8,5639.0,0.0
숙박업,콘도,1.6603866E7,1.8,0.0,0.0
숙박업,호텔,1.6603866E7,1.8,2993231.0,18.0
식음료업,식음료,3.31624534E8,35.6,3.31624534E8,100.0
여가서비스업,골프장,1.8158034E7,1.9,1.1117795E7,61.2
여가서비스업,관광유원시설,1.8158034E7,1.9,941298.0,5.2
여가서비스업,기타레저,1.8158034E7,1.9,2942966.0,16.2
여가서비스업,문화서비스,1.8158034E7,1.9,3155974.0,17.4
여행업,여행업,14951.0,0.0,14951.0,100.0
운송업,렌터카,2.6131253E8,28.0,400537.0,0.2
운송업,육상운송,2.6131253E8,28.0,2.60911993E8,99.8
