기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
대덕구,3.9666504E7,4.3
동구,3.38392236E8,36.3
서구,2.30365555E8,24.7
유성구,2.17977576E8,23.4
중구,1.06103017E8,11.4
