대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.7333729E7,19.7,36036.0,0.2
쇼핑업,대형쇼핑몰,1.7333729E7,19.7,1.2623382E7,72.8
쇼핑업,레저용품쇼핑,1.7333729E7,19.7,4674310.0,27.0
숙박업,기타숙박,1502093.0,1.7,1500345.0,99.9
숙박업,캠핑장/펜션,1502093.0,1.7,1748.0,0.1
식음료업,식음료,5.782157E7,65.5,5.782157E7,100.0
여가서비스업,골프장,1.1525856E7,13.1,9992041.0,86.7
여가서비스업,관광유원시설,1.1525856E7,13.1,60148.0,0.5
여가서비스업,기타레저,1.1525856E7,13.1,658567.0,5.7
여가서비스업,문화서비스,1.1525856E7,13.1,815100.0,7.1
여행업,여행업,1000.0,0.0,1000.0,100.0
운송업,렌터카,28001.0,0.0,7172.0,25.6
운송업,육상운송,28001.0,0.0,20829.0,74.4
