대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,4.43028272E8,35.6,823943.0,0.2
쇼핑업,대형쇼핑몰,4.43028272E8,35.6,4.14328102E8,93.5
쇼핑업,레저용품쇼핑,4.43028272E8,35.6,2.7876228E7,6.3
숙박업,기타숙박,1.9461284E7,1.6,1.3775744E7,70.8
숙박업,캠핑장/펜션,1.9461284E7,1.6,5150.0,0.0
숙박업,호텔,1.9461284E7,1.6,5680389.0,29.2
식음료업,식음료,3.41076528E8,27.4,3.41076528E8,100.0
여가서비스업,골프장,2.2343488E7,1.8,1.3307138E7,59.6
여가서비스업,관광유원시설,2.2343488E7,1.8,1288277.0,5.8
여가서비스업,기타레저,2.2343488E7,1.8,2935156.0,13.1
여가서비스업,문화서비스,2.2343488E7,1.8,4812917.0,21.5
여행업,여행업,46025.0,0.0,46025.0,100.0
운송업,렌터카,4.19296246E8,33.7,464085.0,0.1
운송업,수상운송,4.19296246E8,33.7,5110.0,0.0
운송업,육상운송,4.19296246E8,33.7,4.18827051E8,99.9
