대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.147685434E9,28.7,1.2829768E7,0.4
쇼핑업,대형쇼핑몰,3.147685434E9,28.7,2.590310063E9,82.3
쇼핑업,레저용품쇼핑,3.147685434E9,28.7,4.89435257E8,15.5
쇼핑업,면세점,3.147685434E9,28.7,5.5110346E7,1.8
숙박업,기타숙박,3.63704353E8,3.3,1.25892184E8,34.6
숙박업,캠핑장/펜션,3.63704353E8,3.3,58780.0,0.0
숙박업,콘도,3.63704353E8,3.3,1135098.0,0.3
숙박업,호텔,3.63704353E8,3.3,2.36618291E8,65.1
식음료업,식음료,6.395622007E9,58.4,6.395622007E9,100.0
여가서비스업,골프장,3.77671066E8,3.4,9.2152405E7,24.4
여가서비스업,관광유원시설,3.77671066E8,3.4,2.7428226E7,7.3
여가서비스업,기타레저,3.77671066E8,3.4,1.01151491E8,26.8
여가서비스업,문화서비스,3.77671066E8,3.4,1.54399155E8,40.9
여가서비스업,스키장,3.77671066E8,3.4,2539790.0,0.7
여행업,여행업,8.5363531E7,0.8,8.5363531E7,100.0
운송업,렌터카,5.88473633E8,5.4,1.3492504E7,2.3
운송업,수상운송,5.88473633E8,5.4,3.5448589E7,6.0
운송업,육상운송,5.88473633E8,5.4,2.26773245E8,38.5
운송업,항공운송,5.88473633E8,5.4,3.12759294E8,53.1
