대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.03511915E8,28.4,1782100.0,0.9
쇼핑업,대형쇼핑몰,2.03511915E8,28.4,1.11001686E8,54.5
쇼핑업,레저용품쇼핑,2.03511915E8,28.4,9.0728129E7,44.6
쇼핑업,면세점,2.03511915E8,28.4,0.0,0.0
숙박업,기타숙박,3.0731229E7,4.3,2.2965729E7,74.7
숙박업,캠핑장/펜션,3.0731229E7,4.3,263756.0,0.9
숙박업,콘도,3.0731229E7,4.3,6552796.0,21.3
숙박업,호텔,3.0731229E7,4.3,948948.0,3.1
식음료업,식음료,4.05246621E8,56.5,4.05246621E8,100.0
여가서비스업,골프장,7.716314E7,10.8,6.5528171E7,84.9
여가서비스업,관광유원시설,7.716314E7,10.8,1391668.0,1.8
여가서비스업,기타레저,7.716314E7,10.8,5509085.0,7.1
여가서비스업,문화서비스,7.716314E7,10.8,4734215.0,6.1
여행업,여행업,66611.0,0.0,66611.0,100.0
운송업,렌터카,345621.0,0.0,247579.0,71.6
운송업,수상운송,345621.0,0.0,10502.0,3.0
운송업,육상운송,345621.0,0.0,29459.0,8.5
운송업,항공운송,345621.0,0.0,58082.0,16.8
