대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.02151288E8,28.0,1593642.0,0.8
쇼핑업,대형쇼핑몰,2.02151288E8,28.0,1.12849796E8,55.8
쇼핑업,레저용품쇼핑,2.02151288E8,28.0,8.770785E7,43.4
쇼핑업,면세점,2.02151288E8,28.0,0.0,0.0
숙박업,기타숙박,3.1755637E7,4.4,2.2316781E7,70.3
숙박업,캠핑장/펜션,3.1755637E7,4.4,245077.0,0.8
숙박업,콘도,3.1755637E7,4.4,8500705.0,26.8
숙박업,호텔,3.1755637E7,4.4,693074.0,2.2
식음료업,식음료,4.18726253E8,58.0,4.18726253E8,100.0
여가서비스업,골프장,6.5376742E7,9.1,5.4489855E7,83.3
여가서비스업,관광유원시설,6.5376742E7,9.1,1051201.0,1.6
여가서비스업,기타레저,6.5376742E7,9.1,5284431.0,8.1
여가서비스업,문화서비스,6.5376742E7,9.1,4551255.0,7.0
여행업,여행업,84804.0,0.0,84804.0,100.0
운송업,렌터카,3581264.0,0.5,256316.0,7.2
운송업,수상운송,3581264.0,0.5,4489.0,0.1
운송업,육상운송,3581264.0,0.5,36700.0,1.0
운송업,항공운송,3581264.0,0.5,3283759.0,91.7
