기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
광산구,1.87873712E8,20.9
남구,6.2941103E7,7.0
동구,1.38544717E8,15.4
북구,1.31527591E8,14.7
서구,3.76134665E8,41.9
