대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.55092701E8,39.5,789200.0,0.2
쇼핑업,대형쇼핑몰,3.55092701E8,39.5,2.76350661E8,77.8
쇼핑업,레저용품쇼핑,3.55092701E8,39.5,7.795284E7,22.0
숙박업,기타숙박,1.9396129E7,2.2,1.7602074E7,90.8
숙박업,호텔,1.9396129E7,2.2,1794055.0,9.2
식음료업,식음료,4.90487003E8,54.6,4.90487003E8,100.0
여가서비스업,골프장,3.1871659E7,3.5,1.4302202E7,44.9
여가서비스업,관광유원시설,3.1871659E7,3.5,1311394.0,4.1
여가서비스업,기타레저,3.1871659E7,3.5,1.0260253E7,32.2
여가서비스업,문화서비스,3.1871659E7,3.5,5997809.0,18.8
여행업,여행업,319556.0,0.0,319556.0,100.0
운송업,렌터카,1381274.0,0.2,404183.0,29.3
운송업,수상운송,1381274.0,0.2,240584.0,17.4
운송업,육상운송,1381274.0,0.2,324612.0,23.5
운송업,항공운송,1381274.0,0.2,411894.0,29.8
