대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.59892434E8,26.6,1127512.0,0.4
쇼핑업,대형쇼핑몰,2.59892434E8,26.6,1.74831953E8,67.3
쇼핑업,레저용품쇼핑,2.59892434E8,26.6,8.3932969E7,32.3
숙박업,기타숙박,4.0356251E7,4.1,2.9223765E7,72.4
숙박업,캠핑장/펜션,4.0356251E7,4.1,1089577.0,2.7
숙박업,콘도,4.0356251E7,4.1,7242134.0,17.9
숙박업,호텔,4.0356251E7,4.1,2800776.0,6.9
식음료업,식음료,6.008798E8,61.6,6.008798E8,100.0
여가서비스업,골프장,7.3763136E7,7.6,6.0514482E7,82.0
여가서비스업,관광유원시설,7.3763136E7,7.6,1443994.0,2.0
여가서비스업,기타레저,7.3763136E7,7.6,7863192.0,10.7
여가서비스업,문화서비스,7.3763136E7,7.6,3941469.0,5.3
여행업,여행업,166422.0,0.0,166422.0,100.0
운송업,렌터카,596967.0,0.1,198787.0,33.3
운송업,수상운송,596967.0,0.1,345631.0,57.9
운송업,육상운송,596967.0,0.1,52548.0,8.8
운송업,항공운송,596967.0,0.1,0.0,0.0
