광역지자체 명,기초지자체 명,광역지자체 지출액,광역지자체 지출액 비율,기초지자체 지출액,기초지자체 지출액 비율
강원도,강릉시,1.212168877E9,3.0,1.962325753E11,16.2
강원도,고성군,1.212168877E9,3.0,3.7301565462E10,3.1
강원도,동해시,1.212168877E9,3.0,4.5657705651E10,3.8
강원도,삼척시,1.212168877E9,3.0,5.5312160432E10,4.6
강원도,속초시,1.212168877E9,3.0,1.5651630172E11,12.9
강원도,양구군,1.212168877E9,3.0,8.398534986E9,0.7
강원도,양양군,1.212168877E9,3.0,4.1452579299E10,3.4
강원도,영월군,1.212168877E9,3.0,1.3065164259E10,1.1
강원도,원주시,1.212168877E9,3.0,1.68060986576E11,13.9
강원도,인제군,1.212168877E9,3.0,2.3526461944E10,1.9
강원도,정선군,1.212168877E9,3.0,4.0088510399E10,3.3
강원도,철원군,1.212168877E9,3.0,1.8495943489E10,1.5
강원도,춘천시,1.212168877E9,3.0,1.78016257666E11,14.7
강원도,태백시,1.212168877E9,3.0,2.2538478285E10,1.9
강원도,평창군,1.212168877E9,3.0,7.0968761536E10,5.9
강원도,홍천군,1.212168877E9,3.0,9.1321111186E10,7.5
강원도,화천군,1.212168877E9,3.0,1.196251187E10,1.0
강원도,횡성군,1.212168877E9,3.0,3.3253267378E10,2.7
경기도,가평군,8.992281127E9,21.9,9.4904390497E10,1.1
경기도,고양시 덕양구,8.992281127E9,21.9,3.0036800699E11,3.3
경기도,고양시 일산동구,8.992281127E9,21.9,3.22445706329E11,3.6
경기도,고양시 일산서구,8.992281127E9,21.9,2.20438967077E11,2.5
경기도,과천시,8.992281127E9,21.9,4.1812093065E10,0.5
경기도,광명시,8.992281127E9,21.9,1.86317566467E11,2.1
경기도,광주시,8.992281127E9,21.9,1.69684770578E11,1.9
경기도,구리시,8.992281127E9,21.9,1.51763971112E11,1.7
경기도,군포시,8.992281127E9,21.9,1.17604458294E11,1.3
경기도,김포시,8.992281127E9,21.9,2.99768728389E11,3.3
경기도,남양주시,8.992281127E9,21.9,2.3875702529E11,2.7
경기도,동두천시,8.992281127E9,21.9,3.6254031325E10,0.4
경기도,부천시,8.992281127E9,21.9,2.8398097094E11,3.2
경기도,성남시 분당구,8.992281127E9,21.9,6.42006027615E11,7.1
경기도,성남시 수정구,8.992281127E9,21.9,1.59021890983E11,1.8
경기도,성남시 중원구,8.992281127E9,21.9,1.11857563916E11,1.2
경기도,수원시 권선구,8.992281127E9,21.9,2.28637688505E11,2.5
경기도,수원시 영통구,8.992281127E9,21.9,2.53873111385E11,2.8
