대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.3124914458E10,32.0,6.9954922E7,0.5
쇼핑업,대형쇼핑몰,1.3124914458E10,32.0,9.929911952E9,75.7
쇼핑업,레저용품쇼핑,1.3124914458E10,32.0,2.419789188E9,18.4
쇼핑업,면세점,1.3124914458E10,32.0,7.05258396E8,5.4
숙박업,기타숙박,1.555633472E9,3.8,8.38531183E8,53.9
숙박업,캠핑장/펜션,1.555633472E9,3.8,4329261.0,0.3
숙박업,콘도,1.555633472E9,3.8,1.97924891E8,12.7
숙박업,호텔,1.555633472E9,3.8,5.14848138E8,33.1
식음료업,식음료,2.167041866E10,52.8,2.167041866E10,100.0
여가서비스업,골프장,2.748950958E9,6.7,1.389258139E9,50.5
여가서비스업,관광유원시설,2.748950958E9,6.7,1.03728673E8,3.8
여가서비스업,기타레저,2.748950958E9,6.7,6.58126234E8,23.9
여가서비스업,문화서비스,2.748950958E9,6.7,5.77072582E8,21.0
여가서비스업,스키장,2.748950958E9,6.7,2.0764962E7,0.8
여가서비스업,카지노,2.748950958E9,6.7,368.0,0.0
여행업,여행업,2.06215053E8,0.5,2.06215053E8,100.0
운송업,렌터카,1.758869587E9,4.3,5.9882405E7,3.4
운송업,수상운송,1.758869587E9,4.3,6.9033267E7,3.9
운송업,육상운송,1.758869587E9,4.3,9.42731459E8,53.6
운송업,항공운송,1.758869587E9,4.3,6.87222456E8,39.1
