대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.01199994E8,22.1,1113315.0,0.4
쇼핑업,대형쇼핑몰,3.01199994E8,22.1,2.57117809E8,85.4
쇼핑업,레저용품쇼핑,3.01199994E8,22.1,4.2968869E7,14.3
쇼핑업,면세점,3.01199994E8,22.1,0.0,0.0
숙박업,기타숙박,2.2460162E7,1.7,1.6835988E7,75.0
숙박업,캠핑장/펜션,2.2460162E7,1.7,2021.0,0.0
숙박업,콘도,2.2460162E7,1.7,13054.0,0.1
숙박업,호텔,2.2460162E7,1.7,5609099.0,25.0
식음료업,식음료,5.12570937E8,37.7,5.12570937E8,100.0
여가서비스업,골프장,3.3087984E7,2.4,1.0480632E7,31.7
여가서비스업,관광유원시설,3.3087984E7,2.4,1299455.0,3.9
여가서비스업,기타레저,3.3087984E7,2.4,1.296009E7,39.2
여가서비스업,문화서비스,3.3087984E7,2.4,8347807.0,25.2
여행업,여행업,367948.0,0.0,367948.0,100.0
운송업,렌터카,4.91127342E8,36.1,296107.0,0.1
운송업,육상운송,4.91127342E8,36.1,4.90831235E8,99.9
