대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.83192305E8,38.7,750169.0,0.2
쇼핑업,대형쇼핑몰,3.83192305E8,38.7,2.91770921E8,76.1
쇼핑업,레저용품쇼핑,3.83192305E8,38.7,9.0671215E7,23.7
숙박업,기타숙박,2.3311988E7,2.4,2.0872668E7,89.5
숙박업,호텔,2.3311988E7,2.4,2439319.0,10.5
식음료업,식음료,5.44212443E8,55.0,5.44212443E8,100.0
여가서비스업,골프장,3.6845749E7,3.7,1.1752803E7,31.9
여가서비스업,관광유원시설,3.6845749E7,3.7,559492.0,1.5
여가서비스업,기타레저,3.6845749E7,3.7,1.69742E7,46.1
여가서비스업,문화서비스,3.6845749E7,3.7,7559253.0,20.5
여행업,여행업,657447.0,0.1,657447.0,100.0
운송업,렌터카,1824843.0,0.2,450236.0,24.7
운송업,수상운송,1824843.0,0.2,528388.0,29.0
운송업,육상운송,1824843.0,0.2,459402.0,25.2
운송업,항공운송,1824843.0,0.2,386817.0,21.2
