대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.13273992E8,27.0,1824402.0,0.9
쇼핑업,대형쇼핑몰,2.13273992E8,27.0,1.21686966E8,57.1
쇼핑업,레저용품쇼핑,2.13273992E8,27.0,8.9758061E7,42.1
쇼핑업,면세점,2.13273992E8,27.0,4564.0,0.0
숙박업,기타숙박,3.5494932E7,4.5,2.4256991E7,68.3
숙박업,캠핑장/펜션,3.5494932E7,4.5,221691.0,0.6
숙박업,콘도,3.5494932E7,4.5,1.0402927E7,29.3
숙박업,호텔,3.5494932E7,4.5,613323.0,1.7
식음료업,식음료,4.59472787E8,58.2,4.59472787E8,100.0
여가서비스업,골프장,6.6511997E7,8.4,5.0080431E7,75.3
여가서비스업,관광유원시설,6.6511997E7,8.4,1249472.0,1.9
여가서비스업,기타레저,6.6511997E7,8.4,8621772.0,13.0
여가서비스업,문화서비스,6.6511997E7,8.4,6560322.0,9.9
여행업,여행업,164346.0,0.0,164346.0,100.0
운송업,렌터카,1.4418913E7,1.8,263395.0,1.8
운송업,수상운송,1.4418913E7,1.8,51257.0,0.4
운송업,육상운송,1.4418913E7,1.8,40010.0,0.3
운송업,항공운송,1.4418913E7,1.8,1.4064251E7,97.5
