기초지자체 명,기초지자체 지출액,기초지자체 지출액 비율
고창군,2.2145049E7,2.8
군산시,1.19288579E8,15.1
김제시,2.387964E7,3.0
남원시,3.1920887E7,4.0
무주군,1.7476918E7,2.2
부안군,2.3410457E7,3.0
순창군,7204327.0,0.9
완주군,4.4614602E7,5.7
익산시,7.8577638E7,10.0
임실군,1.2178429E7,1.5
장수군,4921924.0,0.6
전주시 덕진구,1.25720054E8,15.9
전주시 완산구,2.39434724E8,30.3
정읍시,3.1132118E7,3.9
진안군,7431621.0,0.9
