대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,7.7965527E8,43.0,3295830.0,0.4
쇼핑업,대형쇼핑몰,7.7965527E8,43.0,6.62381954E8,85.0
쇼핑업,레저용품쇼핑,7.7965527E8,43.0,1.10616051E8,14.2
쇼핑업,면세점,7.7965527E8,43.0,3361434.0,0.4
숙박업,기타숙박,4.1567028E7,2.3,2.9081519E7,70.0
숙박업,캠핑장/펜션,4.1567028E7,2.3,39598.0,0.1
숙박업,콘도,4.1567028E7,2.3,28532.0,0.1
숙박업,호텔,4.1567028E7,2.3,1.2417379E7,29.9
식음료업,식음료,9.10969275E8,50.3,9.10969275E8,100.0
여가서비스업,골프장,7.7003465E7,4.3,1.5085591E7,19.6
여가서비스업,관광유원시설,7.7003465E7,4.3,3401729.0,4.4
여가서비스업,기타레저,7.7003465E7,4.3,4.1389235E7,53.7
여가서비스업,문화서비스,7.7003465E7,4.3,1.7125639E7,22.2
여가서비스업,스키장,7.7003465E7,4.3,1273.0,0.0
여행업,여행업,918456.0,0.1,918456.0,100.0
운송업,렌터카,1575703.0,0.1,774874.0,49.2
운송업,육상운송,1575703.0,0.1,65717.0,4.2
운송업,항공운송,1575703.0,0.1,735112.0,46.7
