대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.43470738E8,22.3,2323360.0,1.0
쇼핑업,대형쇼핑몰,2.43470738E8,22.3,1.23602154E8,50.8
쇼핑업,레저용품쇼핑,2.43470738E8,22.3,1.17545223E8,48.3
숙박업,기타숙박,5.3350509E7,4.9,3.1799212E7,59.6
숙박업,캠핑장/펜션,5.3350509E7,4.9,662814.0,1.2
숙박업,콘도,5.3350509E7,4.9,1.008855E7,18.9
숙박업,호텔,5.3350509E7,4.9,1.0799933E7,20.2
식음료업,식음료,6.38604316E8,58.6,6.38604316E8,100.0
여가서비스업,골프장,1.52656423E8,14.0,1.27211279E8,83.3
여가서비스업,관광유원시설,1.52656423E8,14.0,2623407.0,1.7
여가서비스업,기타레저,1.52656423E8,14.0,1.4963587E7,9.8
여가서비스업,문화서비스,1.52656423E8,14.0,7858150.0,5.1
여행업,여행업,259220.0,0.0,259220.0,100.0
운송업,렌터카,1072183.0,0.1,471896.0,44.0
운송업,수상운송,1072183.0,0.1,336424.0,31.4
운송업,육상운송,1072183.0,0.1,263863.0,24.6
