대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,1.2671356337E10,34.2,8.406268E7,0.7
쇼핑업,대형쇼핑몰,1.2671356337E10,34.2,1.0126971526E10,79.9
쇼핑업,레저용품쇼핑,1.2671356337E10,34.2,2.156010624E9,17.0
쇼핑업,면세점,1.2671356337E10,34.2,3.04311507E8,2.4
숙박업,기타숙박,1.535451717E9,4.1,7.33410933E8,47.8
숙박업,캠핑장/펜션,1.535451717E9,4.1,1.0942998E7,0.7
숙박업,콘도,1.535451717E9,4.1,2.41563159E8,15.7
숙박업,호텔,1.535451717E9,4.1,5.49534626E8,35.8
식음료업,식음료,1.856889096E10,50.1,1.856889096E10,100.0
여가서비스업,골프장,2.950133345E9,8.0,2.172536846E9,73.6
여가서비스업,관광유원시설,2.950133345E9,8.0,1.27823896E8,4.3
여가서비스업,기타레저,2.950133345E9,8.0,2.50619489E8,8.5
여가서비스업,문화서비스,2.950133345E9,8.0,3.84276397E8,13.0
여가서비스업,스키장,2.950133345E9,8.0,1.4876716E7,0.5
여행업,여행업,3.6737107E7,0.1,3.6737107E7,100.0
운송업,렌터카,1.321933732E9,3.6,1.0717735E8,8.1
운송업,수상운송,1.321933732E9,3.6,8.2904645E7,6.3
운송업,육상운송,1.321933732E9,3.6,7.45160678E8,56.4
운송업,항공운송,1.321933732E9,3.6,3.86691059E8,29.3
