광역지자체 명,기초지자체 명,광역지자체 지출액,광역지자체 지출액 비율,기초지자체 지출액,기초지자체 지출액 비율
강원도,강릉시,6.08025359E8,3.2,1.01616026806E11,16.7
강원도,고성군,6.08025359E8,3.2,2.359861829E10,3.9
강원도,동해시,6.08025359E8,3.2,1.994663291E10,3.3
강원도,삼척시,6.08025359E8,3.2,2.5635499445E10,4.2
강원도,속초시,6.08025359E8,3.2,7.8834573026E10,13.0
강원도,양구군,6.08025359E8,3.2,2.494697446E9,0.4
강원도,양양군,6.08025359E8,3.2,2.6610596893E10,4.4
강원도,영월군,6.08025359E8,3.2,6.408420442E9,1.1
강원도,원주시,6.08025359E8,3.2,7.5416568851E10,12.4
강원도,인제군,6.08025359E8,3.2,8.646785296E9,1.4
강원도,정선군,6.08025359E8,3.2,1.5608296596E10,2.6
강원도,철원군,6.08025359E8,3.2,9.708473362E9,1.6
강원도,춘천시,6.08025359E8,3.2,9.2077608058E10,15.1
강원도,태백시,6.08025359E8,3.2,9.74146231E9,1.6
강원도,평창군,6.08025359E8,3.2,3.8815618736E10,6.4
강원도,홍천군,6.08025359E8,3.2,4.9168600991E10,8.1
강원도,화천군,6.08025359E8,3.2,3.129392761E9,0.5
강원도,횡성군,6.08025359E8,3.2,2.0567486942E10,3.4
경기도,가평군,4.466345177E9,23.6,5.1849422054E10,1.2
경기도,고양시 덕양구,4.466345177E9,23.6,1.57580599104E11,3.5
경기도,고양시 일산동구,4.466345177E9,23.6,1.31016941887E11,2.9
경기도,고양시 일산서구,4.466345177E9,23.6,9.6006269235E10,2.1
경기도,과천시,4.466345177E9,23.6,2.2542992117E10,0.5
경기도,광명시,4.466345177E9,23.6,7.7150227678E10,1.7
경기도,광주시,4.466345177E9,23.6,8.5220738844E10,1.9
경기도,구리시,4.466345177E9,23.6,5.1228380947E10,1.1
경기도,군포시,4.466345177E9,23.6,4.7963301497E10,1.1
경기도,김포시,4.466345177E9,23.6,1.61903795205E11,3.6
경기도,남양주시,4.466345177E9,23.6,1.63340163418E11,3.7
경기도,동두천시,4.466345177E9,23.6,1.447553613E10,0.3
경기도,부천시,4.466345177E9,23.6,1.30336586967E11,2.9
경기도,성남시 분당구,4.466345177E9,23.6,3.14748275807E11,7.0
경기도,성남시 수정구,4.466345177E9,23.6,7.0825412775E10,1.6
경기도,성남시 중원구,4.466345177E9,23.6,3.9198479526E10,0.9
경기도,수원시 권선구,4.466345177E9,23.6,9.9824758798E10,2.2
경기도,수원시 영통구,4.466345177E9,23.6,1.67683978431E11,3.8
경기도,수원시 장안구,4.466345177E9,23.6,4.4792788945E10,1.0
경기도,수원시 팔달구,4.466345177E9,23.6,1.94153756522E11,4.3
경기도,시흥시,4.466345177E9,23.6,1.43819601607E11,3.2
경기도,안산시 단원구,4.466345177E9,23.6,1.37092101446E11,3.1
경기도,안산시 상록구,4.466345177E9,23.6,5.5186782463E10,1.2
경기도,안성시,4.466345177E9,23.6,8.8018153147E10,2.0
경기도,안양시 동안구,4.466345177E9,23.6,1.61155670175E11,3.6
경기도,안양시 만안구,4.466345177E9,23.6,4.4994082409E10,1.0
경기도,양주시,4.466345177E9,23.6,5.4126901731E10,1.2
경기도,양평군,4.466345177E9,23.6,4.061980713E10,0.9
경기도,여주시,4.466345177E9,23.6,1.49095395721E11,3.3
경기도,연천군,4.466345177E9,23.6,9.694529477E9,0.2
경기도,오산시,4.466345177E9,23.6,6.4132272902E10,1.4
경기도,용인시 기흥구,4.466345177E9,23.6,1.46211126196E11,3.3
경기도,용인시 수지구,4.466345177E9,23.6,1.12438401761E11,2.5
경기도,용인시 처인구,4.466345177E9,23.6,1.16233366383E11,2.6
경기도,의왕시,4.466345177E9,23.6,7.2562967915E10,1.6
경기도,의정부시,4.466345177E9,23.6,9.4177757577E10,2.1
경기도,이천시,4.466345177E9,23.6,1.16874614442E11,2.6
경기도,파주시,4.466345177E9,23.6,1.65400585652E11,3.7
경기도,평택시,4.466345177E9,23.6,1.17067913626E11,2.6
경기도,포천시,4.466345177E9,23.6,7.7994888704E10,1.7
경기도,하남시,4.466345177E9,23.6,1.85310190356E11,4.1
경기도,화성시,4.466345177E9,23.6,1.92295660341E11,4.3
경상남도,거제시,7.21626532E8,3.8,4.4711896557E10,6.2
경상남도,거창군,7.21626532E8,3.8,7.973504515E9,1.1
경상남도,고성군,7.21626532E8,3.8,1.1337348095E10,1.6
경상남도,김해시,7.21626532E8,3.8,1.03504794069E11,14.3
경상남도,남해군,7.21626532E8,3.8,1.6630462004E10,2.3
경상남도,밀양시,7.21626532E8,3.8,1.9668558499E10,2.7
경상남도,사천시,7.21626532E8,3.8,3.0074812584E10,4.2
경상남도,산청군,7.21626532E8,3.8,5.886777626E9,0.8
경상남도,양산시,7.21626532E8,3.8,7.7867106164E10,10.8
경상남도,의령군,7.21626532E8,3.8,3.555166583E9,0.5
경상남도,진주시,7.21626532E8,3.8,5.2075515117E10,7.2
경상남도,창녕군,7.21626532E8,3.8,1.538643735E10,2.1
경상남도,창원시 마산합포구,7.21626532E8,3.8,5.6684554432E10,7.9
경상남도,창원시 마산회원구,7.21626532E8,3.8,3.3947804271E10,4.7
경상남도,창원시 성산구,7.21626532E8,3.8,8.2828835061E10,11.5
경상남도,창원시 의창구,7.21626532E8,3.8,5.1125983994E10,7.1
경상남도,창원시 진해구,7.21626532E8,3.8,3.9052758896E10,5.4
경상남도,통영시,7.21626532E8,3.8,3.5358688959E10,4.9
경상남도,하동군,7.21626532E8,3.8,8.265577613E9,1.1
경상남도,함안군,7.21626532E8,3.8,1.2861069142E10,1.8
경상남도,함양군,7.21626532E8,3.8,5.126460088E9,0.7
경상남도,합천군,7.21626532E8,3.8,7.702420309E9,1.1
경상북도,경산시,5.90455216E8,3.1,5.7720030236E10,9.8
경상북도,경주시,5.90455216E8,3.1,1.16050218281E11,19.7
경상북도,고령군,5.90455216E8,3.1,7.753422156E9,1.3
경상북도,구미시,5.90455216E8,3.1,6.1815885821E10,10.5
경상북도,군위군,5.90455216E8,3.1,9.983837763E9,1.7
경상북도,김천시,5.90455216E8,3.1,2.2182595441E10,3.8
경상북도,문경시,5.90455216E8,3.1,1.4052503119E10,2.4
경상북도,봉화군,5.90455216E8,3.1,2.224562891E9,0.4
경상북도,상주시,5.90455216E8,3.1,1.4586012077E10,2.5
경상북도,성주군,5.90455216E8,3.1,5.302614263E9,0.9
경상북도,안동시,5.90455216E8,3.1,3.1393304353E10,5.3
경상북도,영덕군,5.90455216E8,3.1,1.4237580127E10,2.4
경상북도,영양군,5.90455216E8,3.1,6.99349518E8,0.1
경상북도,영주시,5.90455216E8,3.1,1.4097964824E10,2.4
경상북도,영천시,5.90455216E8,3.1,1.8698170998E10,3.2
경상북도,예천군,5.90455216E8,3.1,6.94238722E9,1.2
경상북도,울릉군,5.90455216E8,3.1,4.861015467E9,0.8
경상북도,울진군,5.90455216E8,3.1,1.0784471827E10,1.8
경상북도,의성군,5.90455216E8,3.1,8.56297466E9,1.5
경상북도,청도군,5.90455216E8,3.1,1.744209226E10,3.0
경상북도,청송군,5.90455216E8,3.1,4.581647784E9,0.8
경상북도,칠곡군,5.90455216E8,3.1,3.0280518601E10,5.1
경상북도,포항시 남구,5.90455216E8,3.1,4.9217326778E10,8.3
경상북도,포항시 북구,5.90455216E8,3.1,6.6984729378E10,11.3
광주광역시,광산구,4.56880349E8,2.4,9.3559715728E10,20.5
광주광역시,남구,4.56880349E8,2.4,3.1876273788E10,7.0
광주광역시,동구,4.56880349E8,2.4,7.0299103975E10,15.4
광주광역시,북구,4.56880349E8,2.4,6.63988074E10,14.5
광주광역시,서구,4.56880349E8,2.4,1.9474644794E11,42.6
대구광역시,남구,8.22087652E8,4.3,2.7287666535E10,3.3
대구광역시,달서구,8.22087652E8,4.3,1.04278965062E11,12.7
대구광역시,달성군,8.22087652E8,4.3,3.7835657734E10,4.6
대구광역시,동구,8.22087652E8,4.3,2.78487228765E11,33.9
대구광역시,북구,8.22087652E8,4.3,7.86467667E10,9.6
대구광역시,서구,8.22087652E8,4.3,4.0445991629E10,4.9
대구광역시,수성구,8.22087652E8,4.3,9.4411426332E10,11.5
대구광역시,중구,8.22087652E8,4.3,1.60693949597E11,19.5
대전광역시,대덕구,6.71440904E8,3.5,2.0081730108E10,3.0
대전광역시,동구,6.71440904E8,3.5,2.87415434464E11,42.8
대전광역시,서구,6.71440904E8,3.5,1.30608345112E11,19.5
대전광역시,유성구,6.71440904E8,3.5,1.83063439449E11,27.3
대전광역시,중구,6.71440904E8,3.5,5.0271954902E10,7.5
부산광역시,강서구,1.40466742E9,7.4,8.1637636171E10,5.8
부산광역시,금정구,1.40466742E9,7.4,5.4633619407E10,3.9
부산광역시,기장군,1.40466742E9,7.4,1.76531281893E11,12.6
부산광역시,남구,1.40466742E9,7.4,4.4341138243E10,3.2
부산광역시,동구,1.40466742E9,7.4,4.3051851147E10,3.1
부산광역시,동래구,1.40466742E9,7.4,7.9478226671E10,5.7
부산광역시,부산진구,1.40466742E9,7.4,1.86314330828E11,13.3
부산광역시,북구,1.40466742E9,7.4,9.2922306243E10,6.6
부산광역시,사상구,1.40466742E9,7.4,5.1658997017E10,3.7
부산광역시,사하구,1.40466742E9,7.4,3.6941446731E10,2.6
부산광역시,서구,1.40466742E9,7.4,2.1015560757E10,1.5
부산광역시,수영구,1.40466742E9,7.4,7.2558926881E10,5.2
부산광역시,연제구,1.40466742E9,7.4,6.7318906264E10,4.8
부산광역시,영도구,1.40466742E9,7.4,1.6115161465E10,1.1
부산광역시,중구,1.40466742E9,7.4,7.8799895477E10,5.6
부산광역시,해운대구,1.40466742E9,7.4,3.01348135278E11,21.5
서울특별시,강남구,5.624785677E9,29.7,8.62146843572E11,15.3
서울특별시,강동구,5.624785677E9,29.7,1.01248178444E11,1.8
서울특별시,강북구,5.624785677E9,29.7,6.7134622776E10,1.2
서울특별시,강서구,5.624785677E9,29.7,3.69606269356E11,6.6
서울특별시,관악구,5.624785677E9,29.7,1.11864860458E11,2.0
서울특별시,광진구,5.624785677E9,29.7,1.30321382758E11,2.3
서울특별시,구로구,5.624785677E9,29.7,1.21400814254E11,2.2
서울특별시,금천구,5.624785677E9,29.7,1.35546644701E11,2.4
서울특별시,노원구,5.624785677E9,29.7,1.21914754726E11,2.2
