대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,6.532200643E9,34.5,4.3819864E7,0.7
쇼핑업,대형쇼핑몰,6.532200643E9,34.5,5.254070914E9,80.4
쇼핑업,레저용품쇼핑,6.532200643E9,34.5,1.071791414E9,16.4
쇼핑업,면세점,6.532200643E9,34.5,1.62518452E8,2.5
숙박업,기타숙박,7.63895876E8,4.0,3.60302279E8,47.2
숙박업,캠핑장/펜션,7.63895876E8,4.0,4761053.0,0.6
숙박업,콘도,7.63895876E8,4.0,1.12924333E8,14.8
숙박업,호텔,7.63895876E8,4.0,2.85908211E8,37.4
식음료업,식음료,9.351234532E9,49.4,9.351234532E9,100.0
여가서비스업,골프장,1.47139624E9,7.8,1.067787637E9,72.6
여가서비스업,관광유원시설,1.47139624E9,7.8,6.6921542E7,4.5
여가서비스업,기타레저,1.47139624E9,7.8,1.28233888E8,8.7
여가서비스업,문화서비스,1.47139624E9,7.8,1.9884971E8,13.5
여가서비스업,스키장,1.47139624E9,7.8,9603463.0,0.7
여행업,여행업,2.1082813E7,0.1,2.1082813E7,100.0
운송업,렌터카,7.81224245E8,4.1,5.5401706E7,7.1
운송업,수상운송,7.81224245E8,4.1,4.7114972E7,6.0
운송업,육상운송,7.81224245E8,4.1,4.32054931E8,55.3
운송업,항공운송,7.81224245E8,4.1,2.46652635E8,31.6
