대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,2.955083552E9,37.6,7891397.0,0.3
쇼핑업,대형쇼핑몰,2.955083552E9,37.6,2.494250948E9,84.4
쇼핑업,레저용품쇼핑,2.955083552E9,37.6,4.52921737E8,15.3
쇼핑업,면세점,2.955083552E9,37.6,19471.0,0.0
숙박업,기타숙박,1.49508779E8,1.9,1.29520806E8,86.6
숙박업,캠핑장/펜션,1.49508779E8,1.9,1697942.0,1.1
숙박업,콘도,1.49508779E8,1.9,6211343.0,4.2
숙박업,호텔,1.49508779E8,1.9,1.2078688E7,8.1
식음료업,식음료,3.947409045E9,50.2,3.947409045E9,100.0
여가서비스업,골프장,7.10396702E8,9.0,5.78362659E8,81.4
여가서비스업,관광유원시설,7.10396702E8,9.0,1.3165847E7,1.9
여가서비스업,기타레저,7.10396702E8,9.0,5.3696075E7,7.6
여가서비스업,문화서비스,7.10396702E8,9.0,5.8357348E7,8.2
여가서비스업,스키장,7.10396702E8,9.0,6814773.0,1.0
여행업,여행업,1469764.0,0.0,1469764.0,100.0
운송업,렌터카,1.00176847E8,1.3,3.4754447E7,34.7
운송업,수상운송,1.00176847E8,1.3,642404.0,0.6
운송업,육상운송,1.00176847E8,1.3,6.4779997E7,64.7
