대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,6.48988534E8,43.3,2098614.0,0.3
쇼핑업,대형쇼핑몰,6.48988534E8,43.3,5.55172752E8,85.5
쇼핑업,레저용품쇼핑,6.48988534E8,43.3,9.011083E7,13.9
쇼핑업,면세점,6.48988534E8,43.3,1606338.0,0.2
숙박업,기타숙박,3.5510782E7,2.4,2.3101715E7,65.1
숙박업,캠핑장/펜션,3.5510782E7,2.4,22359.0,0.1
숙박업,콘도,3.5510782E7,2.4,7123.0,0.0
숙박업,호텔,3.5510782E7,2.4,1.2379584E7,34.9
식음료업,식음료,7.54865932E8,50.4,7.54865932E8,100.0
여가서비스업,골프장,5.7781562E7,3.9,1.8884949E7,32.7
여가서비스업,관광유원시설,5.7781562E7,3.9,3284405.0,5.7
여가서비스업,기타레저,5.7781562E7,3.9,2.533852E7,43.9
여가서비스업,문화서비스,5.7781562E7,3.9,1.0272512E7,17.8
여가서비스업,스키장,5.7781562E7,3.9,1177.0,0.0
여행업,여행업,526342.0,0.0,526342.0,100.0
운송업,렌터카,1248070.0,0.1,627043.0,50.2
운송업,육상운송,1248070.0,0.1,11181.0,0.9
운송업,항공운송,1248070.0,0.1,609846.0,48.9
