대분류,중분류,대분류 지출액,대분류 지출액 비율,중분류 지출액,중분류 지출액 비율
쇼핑업,관광기념품,3.58662043E8,27.2,3230155.0,0.9
쇼핑업,대형쇼핑몰,3.58662043E8,27.2,2.40039901E8,66.9
쇼핑업,레저용품쇼핑,3.58662043E8,27.2,1.15386165E8,32.2
쇼핑업,면세점,3.58662043E8,27.2,5822.0,0.0
숙박업,기타숙박,5.5874955E7,4.2,3.7972865E7,68.0
숙박업,캠핑장/펜션,5.5874955E7,4.2,1077278.0,1.9
숙박업,콘도,5.5874955E7,4.2,1.1193129E7,20.0
숙박업,호텔,5.5874955E7,4.2,5631682.0,10.1
식음료업,식음료,7.11916555E8,54.1,7.11916555E8,100.0
여가서비스업,골프장,1.87864241E8,14.3,1.65959344E8,88.3
여가서비스업,관광유원시설,1.87864241E8,14.3,3089659.0,1.6
여가서비스업,기타레저,1.87864241E8,14.3,1.1300139E7,6.0
여가서비스업,문화서비스,1.87864241E8,14.3,7515098.0,4.0
여행업,여행업,281069.0,0.0,281069.0,100.0
운송업,렌터카,1839213.0,0.1,559620.0,30.4
운송업,수상운송,1839213.0,0.1,1209635.0,65.8
운송업,육상운송,1839213.0,0.1,67207.0,3.7
운송업,항공운송,1839213.0,0.1,2750.0,0.1
